date,month,day,year,Call_Count,Temp_Avg
January/12/2013,January,12,2013,"3,647",45
January/12/2014,January,12,2014,"3,282",46
January/12/2015,January,12,2015,"4,044",37
January/12/2016,January,12,2016,"3,702",35
January/12/2017,January,12,2017,"4,407",57
February/12/2013,February,12,2013,"3,563",40
February/12/2014,February,12,2014,"3,532",19
February/12/2015,February,12,2015,"3,781",28
February/12/2016,February,12,2016,"3,872",21
February/12/2017,February,12,2017,"3,590",35
March/12/2013,March,12,2013,"3,364",50
March/12/2014,March,12,2014,"3,765",44
March/12/2015,March,12,2015,"3,942",42
March/12/2016,March,12,2016,"3,997",50
March/12/2017,March,12,2017,"3,288",24
April/12/2013,April,12,2013,"3,631",44
April/12/2014,April,12,2014,"3,857",62
April/12/2015,April,12,2015,"3,683",55
April/12/2016,April,12,2016,"3,824",52
April/12/2017,April,12,2017,"3,831",67
May/12/2013,May,12,2013,"3,540",61
May/12/2014,May,12,2014,"4,230",75
May/12/2015,May,12,2015,"4,384",75
May/12/2016,May,12,2016,"4,178",68
May/12/2017,May,12,2017,"4,278",57
June/12/2013,June,12,2013,"3,803",71
June/12/2014,June,12,2014,"3,699",67
June/12/2015,June,12,2015,"4,766",81
June/12/2016,June,12,2016,"4,062",73
June/12/2017,June,12,2017,"4,544",85
July/12/2013,July,12,2013,"3,744",73
July/12/2014,July,12,2014,"3,782",78
July/12/2015,July,12,2015,"4,137",81
July/12/2016,July,12,2016,"4,109",75
July/12/2017,July,12,2017,"4,264",83
August/12/2013,August,12,2013,"3,769",76
August/12/2014,August,12,2014,"3,724",75
August/12/2015,August,12,2015,"4,027",78
August/12/2016,August,12,2016,"4,286",83
August/12/2017,August,12,2017,"3,905",71
September/12/2013,September,12,2013,"3,877",79
September/12/2014,September,12,2014,"3,896",70
September/12/2015,September,12,2015,"4,055",74
September/12/2016,September,12,2016,"3,963",70
September/12/2017,September,12,2017,"4,205",69
October/12/2013,October,12,2013,"3,520",66
October/12/2014,October,12,2014,"3,541",56
October/12/2015,October,12,2015,"3,821",67
October/12/2016,October,12,2016,"3,806",60
October/12/2017,October,12,2017,"4,031",60
November/12/2013,November,12,2013,"3,338",42
November/12/2014,November,12,2014,"3,759",56
November/12/2015,November,12,2015,"3,914",56
November/12/2016,November,12,2016,"3,584",44
November/12/2017,November,12,2017,"3,613",39
December/12/2013,December,12,2013,"3,522",27
December/12/2014,December,12,2014,"3,996",35
December/12/2015,December,12,2015,"3,951",61
December/12/2016,December,12,2016,"4,076",40
December/12/2017,December,12,2017,"4,143",40
January/13/2013,January,13,2013,"3,550",47
January/13/2014,January,13,2014,"3,901",44
January/13/2015,January,13,2015,"3,715",27
January/13/2016,January,13,2016,"3,718",26
January/13/2017,January,13,2017,"4,073",47
February/13/2013,February,13,2013,"3,535",39
February/13/2014,February,13,2014,"3,274",30
February/13/2015,February,13,2015,"3,817",15
February/13/2016,February,13,2016,"3,622",14
February/13/2017,February,13,2017,"4,058",35
March/13/2013,March,13,2013,"3,629",45
March/13/2014,March,13,2014,"3,544",25
March/13/2015,March,13,2015,"3,846",37
March/13/2016,March,13,2016,"3,666",56
March/13/2017,March,13,2017,"4,036",28
April/13/2013,April,13,2013,"3,414",50
April/13/2014,April,13,2014,"3,653",66
April/13/2015,April,13,2015,"4,237",59
April/13/2016,April,13,2016,"4,038",49
April/13/2017,April,13,2017,"3,793",57
May/13/2013,May,13,2013,"3,763",52
May/13/2014,May,13,2014,"3,799",63
May/13/2015,May,13,2015,"4,207",62
May/13/2016,May,13,2016,"3,941",61
May/13/2017,May,13,2017,"3,559",49
June/13/2013,June,13,2013,"3,511",62
June/13/2014,June,13,2014,"3,824",72
June/13/2015,June,13,2015,"4,338",79
June/13/2016,June,13,2016,"4,051",66
June/13/2017,June,13,2017,"4,671",86
July/13/2013,July,13,2013,"3,694",74
July/13/2014,July,13,2014,"3,701",78
July/13/2015,July,13,2015,"4,346",81
July/13/2016,July,13,2016,"4,048",78
July/13/2017,July,13,2017,"4,344",82
August/13/2013,August,13,2013,"3,495",73
August/13/2014,August,13,2014,"3,652",75
August/13/2015,August,13,2015,"4,118",75
August/13/2016,August,13,2016,"4,475",89
August/13/2017,August,13,2017,"4,009",77
September/13/2013,September,13,2013,"3,739",68
September/13/2014,September,13,2014,"3,436",64
September/13/2015,September,13,2015,"3,743",71
September/13/2016,September,13,2016,"4,154",74
September/13/2017,September,13,2017,"4,310",74
October/13/2013,October,13,2013,"3,331",61
October/13/2014,October,13,2014,"3,478",59
October/13/2015,October,13,2015,"4,245",67
October/13/2016,October,13,2016,"4,097",60
October/13/2017,October,13,2017,"4,027",60
November/13/2013,November,13,2013,"3,385",34
November/13/2014,November,13,2014,"3,681",42
November/13/2015,November,13,2015,"3,899",52
November/13/2016,November,13,2016,"3,555",51
November/13/2017,November,13,2017,"4,023",43
December/13/2013,December,13,2013,"3,624",29
December/13/2014,December,13,2014,"3,746",39
December/13/2015,December,13,2015,"3,765",61
December/13/2016,December,13,2016,"4,098",39
December/13/2017,December,13,2017,"3,919",26
January/14/2013,January,14,2013,"3,943",47
January/14/2014,January,14,2014,"3,779",48
January/14/2015,January,14,2015,"3,639",24
January/14/2016,January,14,2016,"3,709",30
January/14/2017,January,14,2017,"3,663",31
February/14/2013,February,14,2013,"3,610",40
February/14/2014,February,14,2014,"3,695",36
February/14/2015,February,14,2015,"3,457",24
February/14/2016,February,14,2016,"3,443",7
February/14/2017,February,14,2017,"4,025",35
March/14/2013,March,14,2013,"3,382",35
March/14/2014,March,14,2014,"3,883",34
March/14/2015,March,14,2015,"3,541",46
March/14/2016,March,14,2016,"4,083",46
March/14/2017,March,14,2017,"3,180",27
April/14/2013,April,14,2013,"3,339",52
April/14/2014,April,14,2014,"3,817",67
April/14/2015,April,14,2015,"3,980",60
April/14/2016,April,14,2016,"3,898",53
April/14/2017,April,14,2017,"3,781",57
May/14/2013,May,14,2013,"3,571",52
May/14/2014,May,14,2014,"3,893",62
May/14/2015,May,14,2015,"4,134",62
May/14/2016,May,14,2016,"3,782",65
May/14/2017,May,14,2017,"3,675",57
June/14/2013,June,14,2013,"3,706",63
June/14/2014,June,14,2014,"3,580",67
June/14/2015,June,14,2015,"4,212",77
June/14/2016,June,14,2016,"3,919",69
June/14/2017,June,14,2017,"4,528",77
July/14/2013,July,14,2013,"3,812",82
July/14/2014,July,14,2014,"3,925",78
July/14/2015,July,14,2015,"4,227",78
July/14/2016,July,14,2016,"4,143",81
July/14/2017,July,14,2017,"3,685",69
August/14/2013,August,14,2013,"3,567",68
August/14/2014,August,14,2014,"3,814",70
August/14/2015,August,14,2015,"4,321",78
August/14/2016,August,14,2016,"4,295",86
August/14/2017,August,14,2017,"4,167",75
September/14/2013,September,14,2013,"3,475",61
September/14/2014,September,14,2014,"3,607",62
September/14/2015,September,14,2015,"4,099",68
September/14/2016,September,14,2016,"4,088",79
September/14/2017,September,14,2017,"4,391",76
October/14/2013,October,14,2013,"3,298",59
October/14/2014,October,14,2014,"4,196",70
October/14/2015,October,14,2015,"4,001",63
October/14/2016,October,14,2016,"3,991",55
October/14/2017,October,14,2017,"4,031",67
November/14/2013,November,14,2013,"3,448",43
November/14/2014,November,14,2014,"3,600",39
November/14/2015,November,14,2015,"3,507",46
November/14/2016,November,14,2016,"4,070",54
November/14/2017,November,14,2017,"3,912",42
December/14/2013,December,14,2013,"3,573",28
December/14/2014,December,14,2014,"3,623",42
December/14/2015,December,14,2015,"4,080",60
December/14/2016,December,14,2016,"4,115",38
December/14/2017,December,14,2017,"4,080",27
January/15/2013,January,15,2013,"3,547",37
January/15/2014,January,15,2014,"3,747",43
January/15/2015,January,15,2015,"3,944",30
January/15/2016,January,15,2016,"3,858",43
January/15/2017,January,15,2017,"3,627",34
February/15/2013,February,15,2013,"3,773",46
February/15/2014,February,15,2014,"3,598",32
February/15/2015,February,15,2015,"3,467",15
February/15/2016,February,15,2016,"3,785",24
February/15/2017,February,15,2017,"4,112",41
March/15/2013,March,15,2013,"3,632",39
March/15/2014,March,15,2014,"3,696",50
March/15/2015,March,15,2015,"3,292",40
March/15/2016,March,15,2016,"4,182",51
March/15/2017,March,15,2017,"4,224",23
April/15/2013,April,15,2013,"3,734",52
April/15/2014,April,15,2014,"3,467",48
April/15/2015,April,15,2015,"3,961",62
April/15/2016,April,15,2016,"3,950",54
April/15/2017,April,15,2017,"3,726",58
May/15/2013,May,15,2013,"3,794",61
May/15/2014,May,15,2014,"4,011",65
May/15/2015,May,15,2015,"4,226",65
May/15/2016,May,15,2016,"3,569",53
May/15/2017,May,15,2017,"4,364",61
June/15/2013,June,15,2013,"3,766",71
June/15/2014,June,15,2014,"3,616",70
June/15/2015,June,15,2015,"4,349",74
June/15/2016,June,15,2016,"4,088",74
June/15/2017,June,15,2017,"4,257",70
July/15/2013,July,15,2013,"4,009",86
July/15/2014,July,15,2014,"3,722",79
July/15/2015,July,15,2015,"3,995",77
July/15/2016,July,15,2016,"4,312",84
July/15/2017,July,15,2017,"4,095",76
August/15/2013,August,15,2013,"3,483",69
August/15/2014,August,15,2014,"3,620",67
August/15/2015,August,15,2015,"4,313",83
August/15/2016,August,15,2016,"4,363",85
August/15/2017,August,15,2017,"3,894",71
September/15/2013,September,15,2013,"3,361",62
September/15/2014,September,15,2014,"3,986",63
September/15/2015,September,15,2015,"3,936",73
September/15/2016,September,15,2016,"3,898",68
September/15/2017,September,15,2017,"4,508",74
October/15/2013,October,15,2013,"3,786",63
October/15/2014,October,15,2014,"4,038",73
October/15/2015,October,15,2015,"4,084",58
October/15/2016,October,15,2016,"3,750",55
October/15/2017,October,15,2017,"3,945",70
November/15/2013,November,15,2013,"3,791",51
November/15/2014,November,15,2014,"3,388",38
November/15/2015,November,15,2015,"3,527",49
November/15/2016,November,15,2016,"3,794",52
November/15/2017,November,15,2017,"3,973",44
December/15/2013,December,15,2013,"3,308",35
December/15/2014,December,15,2014,"4,126",43
December/15/2015,December,15,2015,"3,907",61
December/15/2016,December,15,2016,"4,145",27
December/15/2017,December,15,2017,"4,503",24
January/16/2013,January,16,2013,"3,696",35
January/16/2014,January,16,2014,"3,555",39
January/16/2015,January,16,2015,"3,914",32
January/16/2016,January,16,2016,"3,652",47
January/16/2017,January,16,2017,"3,743",37
February/16/2013,February,16,2013,"3,245",36
February/16/2014,February,16,2014,"3,176",26
February/16/2015,February,16,2015,"3,440",12
February/16/2016,February,16,2016,"4,161",45
February/16/2017,February,16,2017,"3,707",32
March/16/2013,March,16,2013,"3,526",37
March/16/2014,March,16,2014,"3,398",36
March/16/2015,March,16,2015,"3,848",44
March/16/2016,March,16,2016,"4,001",57
March/16/2017,March,16,2017,"4,247",32
April/16/2013,April,16,2013,"3,567",55
April/16/2014,April,16,2014,"3,491",40
April/16/2015,April,16,2015,"3,986",58
April/16/2016,April,16,2016,"3,886",56
April/16/2017,April,16,2017,"4,021",73
May/16/2013,May,16,2013,"3,921",71
May/16/2014,May,16,2014,"3,930",63
May/16/2015,May,16,2015,"4,141",66
May/16/2016,May,16,2016,"4,077",55
May/16/2017,May,16,2017,"4,120",68
June/16/2013,June,16,2013,"3,564",73
June/16/2014,June,16,2014,"4,186",72
June/16/2015,June,16,2015,"4,087",72
June/16/2016,June,16,2016,"3,986",70
June/16/2017,June,16,2017,"4,106",66
July/16/2013,July,16,2013,"3,950",86
July/16/2014,July,16,2014,"3,655",75
July/16/2015,July,16,2015,"4,119",72
July/16/2016,July,16,2016,"4,075",83
July/16/2017,July,16,2017,"4,102",78
August/16/2013,August,16,2013,"3,734",73
August/16/2014,August,16,2014,"3,619",71
August/16/2015,August,16,2015,"4,207",85
August/16/2016,August,16,2016,"4,179",83
August/16/2017,August,16,2017,"4,129",79
September/16/2013,September,16,2013,"3,652",65
September/16/2014,September,16,2014,"3,640",64
September/16/2015,September,16,2015,"4,158",77
September/16/2016,September,16,2016,"4,010",67
September/16/2017,September,16,2017,"4,388",76
October/16/2013,October,16,2013,"3,404",62
October/16/2014,October,16,2014,"3,989",66
October/16/2015,October,16,2015,"4,015",59
October/16/2016,October,16,2016,"3,751",61
October/16/2017,October,16,2017,"4,117",58
November/16/2013,November,16,2013,"3,460",53
November/16/2014,November,16,2014,"3,340",40
November/16/2015,November,16,2015,"3,978",59
November/16/2016,November,16,2016,"3,942",53
November/16/2017,November,16,2017,"4,066",50
December/16/2013,December,16,2013,"3,818",29
December/16/2014,December,16,2014,"3,790",44
December/16/2015,December,16,2015,"3,868",50
December/16/2016,December,16,2016,"4,121",22
December/16/2017,December,16,2017,"3,890",31
January/17/2013,January,17,2013,"3,578",39
January/17/2014,January,17,2014,"3,644",39
January/17/2015,January,17,2015,"3,654",25
January/17/2016,January,17,2016,"3,472",36
January/17/2017,January,17,2017,"4,019",40
February/17/2013,February,17,2013,"3,144",25
February/17/2014,February,17,2014,"3,262",25
February/17/2015,February,17,2015,"3,835",21
February/17/2016,February,17,2016,"3,813",37
February/17/2017,February,17,2017,"3,893",34
March/17/2013,March,17,2013,"3,198",34
March/17/2014,March,17,2014,"3,864",29
March/17/2015,March,17,2015,"3,969",46
March/17/2016,March,17,2016,"4,277",54
March/17/2017,March,17,2017,"4,406",38
April/17/2013,April,17,2013,"3,754",63
April/17/2014,April,17,2014,"3,322",42
April/17/2015,April,17,2015,"4,127",63
April/17/2016,April,17,2016,"3,876",60
April/17/2017,April,17,2017,"3,962",66
May/17/2013,May,17,2013,"4,010",65
May/17/2014,May,17,2014,"3,697",62
May/17/2015,May,17,2015,"4,149",74
May/17/2016,May,17,2016,"3,927",58
May/17/2017,May,17,2017,"4,529",78
June/17/2013,June,17,2013,"4,130",77
June/17/2014,June,17,2014,"4,068",80
June/17/2015,June,17,2015,"4,325",74
June/17/2016,June,17,2016,"4,086",71
June/17/2017,June,17,2017,"3,898",70
July/17/2013,July,17,2013,"4,016",88
July/17/2014,July,17,2014,"3,873",74
July/17/2015,July,17,2015,"4,317",74
July/17/2016,July,17,2016,"4,077",82
July/17/2017,July,17,2017,"4,305",79
August/17/2013,August,17,2013,"3,653",74
August/17/2014,August,17,2014,"3,749",74
August/17/2015,August,17,2015,"4,355",87
August/17/2016,August,17,2016,"4,026",81
August/17/2017,August,17,2017,"4,122",76
September/17/2013,September,17,2013,"3,347",58
September/17/2014,September,17,2014,"3,811",64
September/17/2015,September,17,2015,"4,149",79
September/17/2016,September,17,2016,"3,943",68
September/17/2017,September,17,2017,"4,161",75
October/17/2013,October,17,2013,"3,605",67
October/17/2014,October,17,2014,"4,076",65
October/17/2015,October,17,2015,"3,614",49
October/17/2016,October,17,2016,"4,344",72
October/17/2017,October,17,2017,"3,896",50
November/17/2013,November,17,2013,"3,354",56
November/17/2014,November,17,2014,"3,897",46
November/17/2015,November,17,2015,"3,783",46
November/17/2016,November,17,2016,"3,967",55
November/17/2017,November,17,2017,"3,985",42
December/17/2013,December,17,2013,"3,821",28
December/17/2014,December,17,2014,"3,971",48
December/17/2015,December,17,2015,"3,895",55
December/17/2016,December,17,2016,"3,928",32
December/17/2017,December,17,2017,"3,828",35
January/18/2013,January,18,2013,"3,613",30
January/18/2014,January,18,2014,"3,160",35
January/18/2015,January,18,2015,"4,813",37
January/18/2016,January,18,2016,"3,484",25
January/18/2017,January,18,2017,"3,845",40
February/18/2013,February,18,2013,"3,144",26
February/18/2014,February,18,2014,"3,430",33
February/18/2015,February,18,2015,"3,717",26
February/18/2016,February,18,2016,"3,777",32
February/18/2017,February,18,2017,"3,834",49
March/18/2013,March,18,2013,"3,578",32
March/18/2014,March,18,2014,"3,719",36
March/18/2015,March,18,2015,"3,767",34
March/18/2016,March,18,2016,"4,055",50
March/18/2017,March,18,2017,"3,813",37
April/18/2013,April,18,2013,"3,559",55
April/18/2014,April,18,2014,"3,307",42
April/18/2015,April,18,2015,"4,197",70
April/18/2016,April,18,2016,"4,150",67
April/18/2017,April,18,2017,"3,796",56
May/18/2013,May,18,2013,"3,596",61
May/18/2014,May,18,2014,"3,515",59
May/18/2015,May,18,2015,"4,174",68
May/18/2016,May,18,2016,"3,920",60
May/18/2017,May,18,2017,"4,836",84
June/18/2013,June,18,2013,"3,676",74
June/18/2014,June,18,2014,"4,020",83
June/18/2015,June,18,2015,"4,138",68
June/18/2016,June,18,2016,"4,127",74
June/18/2017,June,18,2017,"4,032",78
July/18/2013,July,18,2013,"4,139",90
July/18/2014,July,18,2014,"3,651",73
July/18/2015,July,18,2015,"4,167",78
July/18/2016,July,18,2016,"4,383",83
July/18/2017,July,18,2017,"4,218",81
August/18/2013,August,18,2013,"3,452",72
August/18/2014,August,18,2014,"3,766",72
August/18/2015,August,18,2015,"4,252",82
August/18/2016,August,18,2016,"4,024",79
August/18/2017,August,18,2017,"4,064",78
September/18/2013,September,18,2013,"3,503",62
September/18/2014,September,18,2014,"4,050",67
September/18/2015,September,18,2015,"4,357",78
September/18/2016,September,18,2016,"3,833",76
September/18/2017,September,18,2017,"4,335",71
October/18/2013,October,18,2013,"3,734",62
October/18/2014,October,18,2014,"3,825",63
October/18/2015,October,18,2015,"3,412",44
October/18/2016,October,18,2016,"4,169",74
October/18/2017,October,18,2017,"4,170",61
November/18/2013,November,18,2013,"3,705",58
November/18/2014,November,18,2014,"3,599",35
November/18/2015,November,18,2015,"3,796",52
November/18/2016,November,18,2016,"4,102",54
November/18/2017,November,18,2017,"3,900",45
December/18/2013,December,18,2013,"3,869",30
December/18/2014,December,18,2014,"3,896",40
December/18/2015,December,18,2015,"3,914",48
December/18/2016,December,18,2016,"3,969",45
December/18/2017,December,18,2017,"4,340",41
January/19/2013,January,19,2013,"3,396",41
January/19/2014,January,19,2014,"3,234",31
January/19/2015,January,19,2015,"3,595",39
January/19/2016,January,19,2016,"3,885",22
January/19/2017,January,19,2017,"4,057",44
February/19/2013,February,19,2013,"3,386",41
February/19/2014,February,19,2014,"3,513",40
February/19/2015,February,19,2015,"3,629",18
February/19/2016,February,19,2016,"3,801",32
February/19/2017,February,19,2017,"3,834",59
March/19/2013,March,19,2013,"3,312",38
March/19/2014,March,19,2014,"3,673",39
March/19/2015,March,19,2015,"3,620",36
March/19/2016,March,19,2016,"3,605",41
March/19/2017,March,19,2017,"3,700",41
April/19/2013,April,19,2013,"3,616",63
April/19/2014,April,19,2014,"3,531",55
April/19/2015,April,19,2015,"3,763",56
April/19/2016,April,19,2016,"4,122",64
April/19/2017,April,19,2017,"3,835",50
May/19/2013,May,19,2013,"3,242",57
May/19/2014,May,19,2014,"3,921",61
May/19/2015,May,19,2015,"4,125",70
May/19/2016,May,19,2016,"3,942",64
May/19/2017,May,19,2017,"4,975",79
June/19/2013,June,19,2013,"3,692",68
June/19/2014,June,19,2014,"3,930",73
June/19/2015,June,19,2015,"4,288",78
June/19/2016,June,19,2016,"3,855",77
June/19/2017,June,19,2017,"4,465",79
July/19/2013,July,19,2013,"4,497",90
July/19/2014,July,19,2014,"3,541",72
July/19/2015,July,19,2015,"4,410",86
July/19/2016,July,19,2016,"3,958",78
July/19/2017,July,19,2017,"4,189",85
August/19/2013,August,19,2013,"3,514",73
August/19/2014,August,19,2014,"3,672",73
August/19/2015,August,19,2015,"4,085",82
August/19/2016,August,19,2016,"4,250",81
August/19/2017,August,19,2017,"4,155",80
September/19/2013,September,19,2013,"3,519",67
September/19/2014,September,19,2014,"3,965",60
September/19/2015,September,19,2015,"4,189",76
September/19/2016,September,19,2016,"3,938",73
September/19/2017,September,19,2017,"4,146",74
October/19/2013,October,19,2013,"3,477",58
October/19/2014,October,19,2014,"3,363",50
October/19/2015,October,19,2015,"3,913",44
October/19/2016,October,19,2016,"4,135",75
October/19/2017,October,19,2017,"4,244",64
November/19/2013,November,19,2013,"3,434",44
November/19/2014,November,19,2014,"3,597",29
November/19/2015,November,19,2015,"3,880",61
November/19/2016,November,19,2016,"3,917",50
November/19/2017,November,19,2017,"3,671",49
December/19/2013,December,19,2013,"3,905",39
December/19/2014,December,19,2014,"4,047",35
December/19/2015,December,19,2015,"3,596",38
December/19/2016,December,19,2016,"4,194",27
December/19/2017,December,19,2017,"4,155",50
January/20/2013,January,20,2013,"3,271",42
January/20/2014,January,20,2014,"3,226",39
January/20/2015,January,20,2015,"3,978",36
January/20/2016,January,20,2016,"3,770",32
January/20/2017,January,20,2017,"4,113",43
February/20/2013,February,20,2013,"3,363",32
February/20/2014,February,20,2014,"3,711",44
February/20/2015,February,20,2015,"3,563",11
February/20/2016,February,20,2016,"3,912",50
February/20/2017,February,20,2017,"3,663",47
March/20/2013,March,20,2013,"3,547",39
March/20/2014,March,20,2014,"3,816",47
March/20/2015,March,20,2015,"3,678",34
March/20/2016,March,20,2016,"3,408",38
March/20/2017,March,20,2017,"4,159",43
April/20/2013,April,20,2013,"3,273",52
April/20/2014,April,20,2014,"3,182",53
April/20/2015,April,20,2015,"3,969",52
April/20/2016,April,20,2016,"4,028",59
April/20/2017,April,20,2017,"4,105",58
May/20/2013,May,20,2013,"4,157",69
May/20/2014,May,20,2014,"3,890",66
May/20/2015,May,20,2015,"4,031",61
May/20/2016,May,20,2016,"4,227",65
May/20/2017,May,20,2017,"4,095",60
June/20/2013,June,20,2013,"3,757",71
June/20/2014,June,20,2014,"3,981",72
June/20/2015,June,20,2015,"3,997",70
June/20/2016,June,20,2016,"4,236",74
June/20/2017,June,20,2017,"4,142",77
July/20/2013,July,20,2013,"4,053",87
July/20/2014,July,20,2014,"3,531",73
July/20/2015,July,20,2015,"4,740",88
July/20/2016,July,20,2016,"4,003",77
July/20/2017,July,20,2017,"4,340",86
August/20/2013,August,20,2013,"3,687",78
August/20/2014,August,20,2014,"3,754",77
August/20/2015,August,20,2015,"4,173",82
August/20/2016,August,20,2016,"4,062",77
August/20/2017,August,20,2017,"3,914",75
September/20/2013,September,20,2013,"3,837",70
September/20/2014,September,20,2014,"3,727",66
September/20/2015,September,20,2015,"3,842",72
September/20/2016,September,20,2016,"4,228",75
September/20/2017,September,20,2017,"4,279",75
October/20/2013,October,20,2013,"3,251",57
October/20/2014,October,20,2014,"3,862",51
October/20/2015,October,20,2015,"4,058",59
October/20/2016,October,20,2016,"3,978",66
October/20/2017,October,20,2017,"4,206",65
November/20/2013,November,20,2013,"3,422",38
November/20/2014,November,20,2014,"3,545",38
November/20/2015,November,20,2015,"3,926",55
November/20/2016,November,20,2016,"3,420",38
November/20/2017,November,20,2017,"4,045",42
December/20/2013,December,20,2013,"3,885",47
December/20/2014,December,20,2014,"3,515",32
December/20/2015,December,20,2015,"3,432",39
December/20/2016,December,20,2016,"4,044",27
December/20/2017,December,20,2017,"4,026",43
January/21/2013,January,21,2013,"3,164",29
January/21/2014,January,21,2014,"4,129",21
January/21/2015,January,21,2015,"3,994",31
January/21/2016,January,21,2016,"3,758",31
January/21/2017,January,21,2017,"3,874",45
February/21/2013,February,21,2013,"3,208",29
February/21/2014,February,21,2014,"3,506",43
February/21/2015,February,21,2015,"3,545",23
February/21/2016,February,21,2016,"3,653",50
February/21/2017,February,21,2017,"3,628",41
March/21/2013,March,21,2013,"3,489",35
March/21/2014,March,21,2014,"3,978",45
March/21/2015,March,21,2015,"3,530",38
March/21/2016,March,21,2016,"3,896",41
March/21/2017,March,21,2017,"3,991",51
April/21/2013,April,21,2013,"3,156",46
April/21/2014,April,21,2014,"3,680",54
April/21/2015,April,21,2015,"3,959",59
April/21/2016,April,21,2016,"4,172",61
April/21/2017,April,21,2017,"4,005",51
May/21/2013,May,21,2013,"4,112",77
May/21/2014,May,21,2014,"3,871",69
May/21/2015,May,21,2015,"3,837",57
May/21/2016,May,21,2016,"3,782",60
May/21/2017,May,21,2017,"3,972",61
June/21/2013,June,21,2013,"3,962",73
June/21/2014,June,21,2014,"3,901",70
June/21/2015,June,21,2015,"3,968",80
June/21/2016,June,21,2016,"4,117",80
June/21/2017,June,21,2017,"4,274",77
July/21/2013,July,21,2013,"3,691",83
July/21/2014,July,21,2014,"3,838",76
July/21/2015,July,21,2015,"4,231",82
July/21/2016,July,21,2016,"4,061",81
July/21/2017,July,21,2017,"4,470",84
August/21/2013,August,21,2013,"3,614",81
August/21/2014,August,21,2014,"3,750",74
August/21/2015,August,21,2015,"4,093",79
August/21/2016,August,21,2016,"3,909",80
August/21/2017,August,21,2017,"4,226",79
September/21/2013,September,21,2013,"3,544",69
September/21/2014,September,21,2014,"3,979",71
September/21/2015,September,21,2015,"4,013",66
September/21/2016,September,21,2016,"4,110",76
September/21/2017,September,21,2017,"4,054",76
October/21/2013,October,21,2013,"3,603",58
October/21/2014,October,21,2014,"3,928",61
October/21/2015,October,21,2015,"4,078",67
October/21/2016,October,21,2016,"4,211",63
October/21/2017,October,21,2017,"3,949",67
November/21/2013,November,21,2013,"3,406",44
November/21/2014,November,21,2014,"3,575",33
November/21/2015,November,21,2015,"3,607",48
November/21/2016,November,21,2016,"3,752",39
November/21/2017,November,21,2017,"3,922",50
December/21/2013,December,21,2013,"3,952",58
December/21/2014,December,21,2014,"3,388",34
December/21/2015,December,21,2015,"3,869",48
December/21/2016,December,21,2016,"4,086",35
December/21/2017,December,21,2017,"4,097",36
January/22/2013,January,22,2013,"3,440",20
January/22/2014,January,22,2014,"3,323",11
January/22/2015,January,22,2015,"3,745",36
January/22/2016,January,22,2016,"3,905",26
January/22/2017,January,22,2017,"3,729",46
February/22/2013,February,22,2013,"3,424",32
February/22/2014,February,22,2014,"3,498",47
February/22/2015,February,22,2015,"3,565",38
February/22/2016,February,22,2016,"4,110",45
February/22/2017,February,22,2017,"3,626",50
March/22/2013,March,22,2013,"3,477",35
March/22/2014,March,22,2014,"3,642",52
March/22/2015,March,22,2015,"3,418",36
March/22/2016,March,22,2016,"3,802",46
March/22/2017,March,22,2017,"3,840",37
April/22/2013,April,22,2013,"3,620",48
April/22/2014,April,22,2014,"3,544",61
April/22/2015,April,22,2015,"4,022",59
April/22/2016,April,22,2016,"4,218",71
April/22/2017,April,22,2017,"3,812",53
May/22/2013,May,22,2013,"3,754",69
May/22/2014,May,22,2014,"3,634",63
May/22/2015,May,22,2015,"4,216",65
May/22/2016,May,22,2016,"3,610",61
May/22/2017,May,22,2017,"4,123",57
June/22/2013,June,22,2013,"3,866",75
June/22/2014,June,22,2014,"3,702",72
June/22/2015,June,22,2015,"4,430",79
June/22/2016,June,22,2016,"4,135",77
June/22/2017,June,22,2017,"4,385",76
July/22/2013,July,22,2013,"4,189",81
July/22/2014,July,22,2014,"3,782",79
July/22/2015,July,22,2015,"4,130",77
July/22/2016,July,22,2016,"4,208",84
July/22/2017,July,22,2017,"4,331",82
August/22/2013,August,22,2013,"3,520",75
August/22/2014,August,22,2014,"3,563",72
August/22/2015,August,22,2015,"4,074",78
August/22/2016,August,22,2016,"3,831",72
August/22/2017,August,22,2017,"4,255",81
September/22/2013,September,22,2013,"3,441",62
September/22/2014,September,22,2014,"3,966",63
September/22/2015,September,22,2015,"3,944",67
September/22/2016,September,22,2016,"4,167",76
September/22/2017,September,22,2017,"4,087",74
October/22/2013,October,22,2013,"3,492",59
October/22/2014,October,22,2014,"3,651",54
October/22/2015,October,22,2015,"4,090",67
October/22/2016,October,22,2016,"3,579",52
October/22/2017,October,22,2017,"3,909",67
November/22/2013,November,22,2013,"3,649",54
November/22/2014,November,22,2014,"3,457",36
November/22/2015,November,22,2015,"3,434",49
November/22/2016,November,22,2016,"3,689",39
November/22/2017,November,22,2017,"4,057",46
December/22/2013,December,22,2013,"3,622",66
December/22/2014,December,22,2014,"3,715",40
December/22/2015,December,22,2015,"3,865",58
December/22/2016,December,22,2016,"4,180",43
December/22/2017,December,22,2017,"4,379",43
January/23/2013,January,23,2013,"3,244",16
January/23/2014,January,23,2014,"3,641",14
January/23/2015,January,23,2015,"3,876",34
January/23/2016,January,23,2016,"3,994",26
January/24/2017,January,24,2017,"4,106",40
